Total Label: 5065


Location			Name								Type
803d28ec			mg_wumpa_spd								Data Label
803d29ac			carpet_place								Data Label
803d2d30			SHIELDSCALEY								Data Label
803d5cf0			two8								Data Label
803d2a3c			PANELCANVASX								Data Label
8013c97c			acol								Data Label
803d466e			panel_head_yrot								Data Label
803d439c			pos_START								Data Label
8016980c			@18								Data Label
801667e0			@35								Data Label
803d2e20			WBDISTANCESPEED								Data Label
8033007c			EShadNorm								Data Label
803d491c			CurrentIntensity								Data Label
803d2b8c			RumbleCamVal								Data Label
803d22e0			tRightRail								Data Label
8011a0d0			D3DTEXTUREDIRECTENCODE								Data Label
803d302c			NuCutSceneRigidCollisionCheck								Data Label
803d3410			SS_TrackPlayingFlag								Data Label
8016663c			@65								Data Label
803d4cb0			bp								Data Label
803d3c6c			JustFromIntro.313								Data Label
803d251c			i_kaboom								Data Label
803d4704			JeepCamSnapShot								Data Label
803d46c0			temp_cuboid_side								Data Label
803d43e4			temp_crate_bounce								Data Label
803d2c5c			WBIntroDestTiltZ								Data Label
803509f8			ElectricalPosition								Data Label
803d49b8			edanim_sound_type								Data Label
803d5d70			@133								Data Label
80393524			SphereData								Data Label
803d24a0			temp_character_action								Data Label
80161df8			REMAP_GAMEOVER								Data Label
80133eb0			Space_WATER_1STLEVEL_PlayList								Data Label
80135a10			Space_SPACE_BOSS_PlayList								Data Label
80119a30			D3DTEXTUREDIRECTENCODE								Data Label
8012da10			BananaAnim								Data Label
80144508			tGAMEDELETED								Data Label
80133108			csd_titles								Data Label
803d4b68			timerfreq								Data Label
803d2e84			FFINTROCAMYOFF								Data Label
80169d40			@494								Data Label
803d38d8			Unit01								Data Label
803d31d4			totalloc								Data Label
80133c88			GameCut_EARTH_BOSS								Data Label
8016c750			FileName.254								Data Label
803d2f74			ROKPITCH								Data Label
803d33a4			QBlockverts								Data Label
80144a48			ExhaustPosA								Data Label
801671d8			@817								Data Label
80167758			@14								Data Label
803d4230			__DSP_init_flag								Data Label
802196b8			IdleContext								Data Label
8016c950			objname.155								Data Label
803d2fc8			edanim_base_scene								Data Label
803d4258			__DSP_curr_task								Data Label
80141af0			SfxTabDRAIN								Data Label
80120628			D3DSIMPLERENDERSTATEENCODE								Data Label
803d25dc			dme_yadj								Data Label
802199a0			DBStack								Data Label
803d3198			theta.213								Data Label
803d4590			font3d_ymid								Data Label
803d2ea8			HAILCOLLRAD								Data Label
803d590c			S6								Data Label
803d3e34			__DTKState								Data Label
803d5cec			half								Data Label
803ccab0			namesave								Data Label
803d2db8			WBICONSCALE								Data Label
803d2c7c			WBBARRELSEEKSPEEDZERO								Data Label
803d45e0			newleveltime_slot								Data Label
803d4c80			pi_o_2								Data Label
803d4200			__AXSpbABL								Data Label
80350e3c			BoltMtxC								Data Label
8012e688			ZoffaGenericAnim								Data Label
803d2a74			BONUSCRATETXTSX								Data Label
8016ac30			...data.0								Data Label
803d4318			fire_attack_on								Data Label
803c82e0			tex								Data Label
8013ce20			bgloadcharnames								Data Label
8031919c			plr_target_sightpos								Data Label
803d2330			triggerdest_crate								Data Label
803d4c08			pio2_hi								Data Label
803d4064			flushFlag								Data Label
80104cd0			D3DSIMPLERENDERSTATEENCODE								Data Label
8039fe88			ScaleTerrainT2								Data Label
80129798			CMD_GEM								Data Label
80167740			...data.0								Data Label
803d23a8			SMOKEYBOOSTSPEED								Data Label
803d24dc			tumble_character								Data Label
80169d24			switchdataD_80169d24								Data Label
80169fd0			GXNtsc480ProgAa								Data Label
80123cb4			CMD_EEL								Data Label
803ccda4			GS_CurrentMaterial								Data Label
8016d9a0			glassMtx								Data Label
803d3d20			nta_sig_old								Data Label
80210218			smtx								Data Label
8016a538			@133								Data Label
803d25a8			menu_language								Data Label
803d2728			memcard_loadattempted								Data Label
803d2b00			ATMBOSSBARX								Data Label
8021abd8			...bss.0								Data Label
80352cd8			ebtime								Data Label
803d3de8			cpuRdReq								Data Label
803d41ec			__AXSpbAR								Data Label
803d33dc			tracknextvol								Data Label
80140500			SfxTabTORNADO								Data Label
8021a9a0			tmpBuffer								Data Label
803d2838			LIFTPLAYER								Data Label
80105470			D3DTEXTUREDIRECTENCODE								Data Label
803d4334			temp_fALONG								Data Label
803d3ca4			VehCamX.365								Data Label
80144a6c			SpaceFirePosB								Data Label
80123840			D3DTEXTUREDIRECTENCODE								Data Label
803d42b4			DBGCallback								Data Label
80129174			CMD_STAMPEDER								Data Label
80167e00			axDspSlave								Data Label
8013733c			GhostTownModelList								Data Label
803d25f0			LivesLost								Data Label
80169da4			@162								Data Label
803d2de8			EYEBOLTFIRESCALEY								Data Label
801655d0			wdbmsg								Data Label
803d2ac8			PAUSETEXTZ								Data Label
803d26a8			FIREBOSSTURNTOMECH								Data Label
80144c14			FarmCameraStart								Data Label
803d4214			__AXRecDspCycles								Data Label
803d3300			GS_BgColourBlack								Data Label
80125f64			CMD_TURTLE								Data Label
803d286c			USELIGHTS								Data Label
803d2688			FIREBOSSTHROWSPEED								Data Label
803d2f60			RADARSCALEX								Data Label
8016ab08			@460								Data Label
8011ee24			D3DDIRTYFROMTEXTURESTATE								Data Label
803d23a4			SMOKEYSPEED								Data Label
80219980			...bss.0								Data Label
8021e1a0			...bss.0								Data Label
801666a0			@69								Data Label
8012a878			water_attack_pos								Data Label
8016a64c			switchdataD_8016a64c								Data Label
8012ea48			WumpaAnim								Data Label
802147b8			Param								Data Label
803d4e70			huge								Data Label
803d49f8			edgra_radius								Data Label
80105800			D3DTEXTUREDIRECTENCODE								Data Label
80129858			CMD_FLYINGGEM								Data Label
803d5808			@155								Data Label
803d2a8c			NEWBONUSLIFEOBJSX								Data Label
803d1ccc			CV_LIGHT2_POS								Data Label
80121920			D3DTEXTUREDIRECTENCODE								Data Label
80302a6c			chase_midpos								Data Label
803d2c98			MOSENGPITCHSLOPE								Data Label
8010f450			D3DDIRTYFROMRENDERSTATE								Data Label
803d4128			__ai_src_time_start								Data Label
803d3048			NuWindQS								Data Label
801372ac			AtmosphericPressureModelList								Data Label
803d4c50			qS2								Data Label
803d3028			NuCutSceneCharacterCreateData								Data Label
80343888			EnemyZoffa								Data Label
80167240			@818								Data Label
803d4bf0			White								Data Label
803d3210			edcrtDrawType								Data Label
80165790			PPCHaltData								Data Label
803d4b58			datafull								Data Label
803d2e74			PrePanTime								Data Label
803d41f8			__AXSpbAAR								Data Label
803d564c			@104								Data Label
80120d10			D3DSIMPLERENDERSTATEENCODE								Data Label
80165cb0			@121								Data Label
8013c8b0			titlergb								Data Label
8034c458			ActiveAsteroidList								Data Label
803d57e0			@128								Data Label
801663cc			@94								Data Label
80319178			plr_target_pos								Data Label
803d51d8			__clz_tab								Data Label
803d4b80			globalix2								Data Label
80144cd4			WBMASKLEFT								Data Label
803d28b4			bgloadlastcharacter								Data Label
801665a4			@61								Data Label
803d2e98			HailFallSpeed								Data Label
8016778c			@293								Data Label
803d495c			TempAngY								Data Label
803d2704			sf								Data Label
803d47c8			MINVPSIZEY								Data Label
803d5d0c			pio2_3t								Data Label
801197e8			D3DTEXTUREDIRECTENCODE								Data Label
803d2f78			MINROKVOL								Data Label
803d2cec			UFOEXPLODEID								Data Label
803d344c			NintendoErrorCode								Data Label
803d3d0c			labtabcnt								Data Label
803d28f8			mg_scoregibber								Data Label
803d5d68			tiny								Data Label
80126720			CMD_GONGBONGER								Data Label
803d2418			gamecut_finished								Data Label
803d58f0			C6								Data Label
803d2d70			WBTX								Data Label
803d48d0			EarthBossDeathTimer								Data Label
803d202c			CV_SCREENSPACE_OFFSET								Data Label
803d2d98			idz								Data Label
80104ab8			D3DDIRTYFROMRENDERSTATE								Data Label
8033f250			ring_yrot								Data Label
8012e310			NarwhalAnim								Data Label
801371f4			GoldRushModelList								Data Label
803d2df0			WBANGSCALE								Data Label
8015f9c4			gensorttab								Data Label
8011afd4			D3DDIRTYFROMTEXTURESTATE								Data Label
8011f868			D3DTEXTUREDIRECTENCODE								Data Label
803d58e0			C2								Data Label
803d4acc			totaldupes								Data Label
8011d2ac			D3DDIRTYFROMTEXTURESTATE								Data Label
8012dd58			LionFishAnim								Data Label
803d2810			demo_inactivity								Data Label
803d2380			CRATEBALLOONOFFSET								Data Label
80118010			D3DTEXTUREDIRECTENCODE								Data Label
803d407c			displayOffsetH								Data Label
803d2f50			RadarX								Data Label
803d2f2c			RockPanelEdge								Data Label
803d3e14			GS_TexMtxCount								Data Label
803d3c18			SpaceCortex_Back								Data Label
803d4560			floor1								Data Label
8011a3d4			D3DDIRTYFROMTEXTURESTATE								Data Label
8021ada0			__AXStackHead								Data Label
80144880			tCONNECTING								Data Label
803d3c14			SpaceCrunch_Punch								Data Label
803d2318			crates								Data Label
80325338			VTog								Data Label
803d226c			SPACEUKADIST								Data Label
803d24b8			Hub								Data Label
803d2684			buggy_contact								Data Label
803d3294			FSStart								Data Label
801050b0			D3DDIRTYFROMRENDERSTATE								Data Label
803d3c04			fire_attack_wait								Data Label
803d23fc			cut_loading_finished								Data Label
80128148			CMD_PYGMY								Data Label
80136b78			Font3DMtlTab								Data Label
803d2a28			PANELSINKSCALE								Data Label
80165d00			...data.0								Data Label
803d4ec0			C4								Data Label
80143ad0			tOPTIONS								Data Label
803d2514			warp_level								Data Label
80165ba0			@78								Data Label
803d2674			CurrentDebugJeep								Data Label
80166a28			InterruptPrioTable								Data Label
8012465c			CMD_BIRD								Data Label
80128ce8			CMD_LABGUYSHIELD								Data Label
803d4670			panel_head_xrot								Data Label
803d4be0			Black								Data Label
803d27f4			load_anim_data								Data Label
8012f0c0			TunaAnim								Data Label
803d246c			DEMOMENUS								Data Label
8016a480			GXEurgb60Hz480Int								Data Label
8010dd2c			D3DDIRTYFROMTEXTURESTATE								Data Label
803d2dd8			WBSKELTIME								Data Label
803d4dc8			atanhi								Data Label
801677ac			switchdataD_801677ac								Data Label
80144ba8			TeleportVel								Data Label
8012ead8			BouncyCrateAnim								Data Label
80302838			BugAnim								Data Label
802143e8			file_info								Data Label
803d3c30			bug_fade								Data Label
80210658			wgsc								Data Label
80137544			FrontEndModelList								Data Label
801345c8			GameCut_FIRE_CORTEX								Data Label
80166280			DSPInitCode								Data Label
803d2bf0			TORPRUMBLEVAL								Data Label
80165f44			@354								Data Label
801672f8			LeapYearDays								Data Label
803d2cc4			GLIDENGPITCH								Data Label
8012db18			GorillaAnim								Data Label
803d3394			shadcolour								Data Label
803d4b8c			DemoFrameBuffer1								Data Label
803d2434			FRONTENDCORTEXADJUSTY								Data Label
803d3d54			old_line_pos								Data Label
80104b44			D3DDIRTYFROMTEXTURESTATE								Data Label
80137560			GameOverModelList								Data Label
8033dce8			mg_wumpaobj								Data Label
803c85fc			nta_labels								Data Label
803c89b4			CausticTextures								Data Label
80140d10			SfxTabSINKING								Data Label
803d238c			player								Data Label
8011eb28			D3DDIRTYFROMRENDERSTATE								Data Label
803d3dd8			vcMiss								Data Label
80350a04			HailList								Data Label
8012f168			Droid1Anim								Data Label
803d2924			bump_scale								Data Label
80166f68			@808								Data Label
801333e4			csc_outro2								Data Label
801198e8			D3DSIMPLERENDERSTATEENCODE								Data Label
80169d24			@495								Data Label
80136c3c			cortex_gameover_tab								Data Label
803d2528			bonusgem_ok								Data Label
803d2278			crunchtime_phase2tab								Data Label
803d2c0c			WBSeekTiltZTimeNonZero								Data Label
803d2a78			BONUSLIVESOBJSX								Data Label
803d5150			pio2_2t								Data Label
803d239c			AIVISRANGE								Data Label
803d582c			@15								Data Label
803d3c78			JeepCamX								Data Label
803d2840			PANELOFF								Data Label
803d2720			memcard_formatted								Data Label
803d29bc			carpet_overlap								Data Label
80122e30			D3DDIRTYFROMTEXTURESTATE								Data Label
803028c0			temp_cRPos								Data Label
801255b0			CMD_SEAL								Data Label
8016715c			@815								Data Label
803d2d78			ExtroTargAng								Data Label
801f9298			geomitem								Data Label
803d4424			temp_surface_xrot								Data Label
8011e9d0			D3DSIMPLERENDERSTATEENCODE								Data Label
803d41f0			__AXSpbAS								Data Label
803d3054			camfx								Data Label
8012e0b8			HippoAnim								Data Label
803d4c70			zero								Data Label
803d3dec			cpuWrReq								Data Label
803d2b50			gamesfx_pitch								Data Label
8012c0d0			BOSSCAMPOS								Data Label
8011fdd0			D3DDIRTYFROMTEXTURESTATE								Data Label
8011d9e0			D3DSIMPLERENDERSTATEENCODE								Data Label
801447f0			tFORMAT								Data Label
8015fa0c			cam_axes								Data Label
803d2aac			DIVPANEL3DY								Data Label
8016632c			@90								Data Label
803d4b34			NuRndrShadowCnt								Data Label
8016a9a4			switchdataD_8016a9a4								Data Label
803d2814			exit_demo_timeout								Data Label
8033f11c			carpet_RPos								Data Label
803d416c			__ARQRequestPendingLo								Data Label
801433b0			SfxTabCREDITS								Data Label
803d46b8			SFXCOUNT_ALL								Data Label
803d2f08			ROKDEATHTIME								Data Label
803d1f8c			CV_WORLDVIEWIT								Data Label
803d38d0			DBStackEnd								Data Label
80136c08			DemoLevel								Data Label
803d2df4			WBANGOFF								Data Label
803d2c88			GLIDERHITSOUNDFREQUENCY								Data Label
80165558			date_string								Data Label
803d2488			temprotate								Data Label
803d29e0			tub_overlap								Data Label
803ac6d8			PlatImpactNorm								Data Label
8033f140			carpet_anim								Data Label
80143ba8			tNONEWTIME								Data Label
8021aa78			...bss.0								Data Label
801194f8			D3DDIRTYFROMRENDERSTATE								Data Label
803d488c			VulnerableSection								Data Label
8011ab88			D3DSIMPLERENDERSTATEENCODE								Data Label
80128a24			CMD_MINE								Data Label
803d3c58			BackJeepCamX.216								Data Label
80218e68			str.22								Data Label
8020e298			palette.198								Data Label
803d3398			ShadowColour								Data Label
80135e50			HotCoals								Data Label
8016cd44			vmtx								Data Label
801668f0			@38								Data Label
803d2f54			RadarY								Data Label
803d2668			animdatainst_pool								Data Label
803d2f1c			BIGLANDVOL								Data Label
8012ddb8			SubmarineAnim								Data Label
803d3d78			g_dwNumRT								Data Label
803d2fa8			curdebb								Data Label
803d26e4			SMASHRUMPOWER								Data Label
803d4b18			NuLgtArcLaserFrame								Data Label
803d568c			@116								Data Label
80325650			Kaboom								Data Label
803d4928			RumbleStoreTotalRoks								Data Label
